Coffee Shop,Rating,Review Count,City,Neighborhood,Place ID,Google Maps Link,Types,Hours
Station 11 coffee,4.9,31,Atlanta,Midtown Atlanta,ChIJby6hxO4F9YgRf-HhIV0nebM,https://maps.google.com/?cid=12932411085924983167&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, food, point_of_interest, establishment",Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: 9:00 AM – 3:00 PM | Sunday: 9:00 AM – 3:00 PM
Apotheos Coffee Midtown,4.6,127,Atlanta,Midtown Atlanta,ChIJPSqLR9AF9YgR0bYUfn3GZ6w,https://maps.google.com/?cid=12423116339413300945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed
Foxtail Coffee Co.,4.8,48,Atlanta,Midtown Atlanta,ChIJqxX9WPgF9YgR8j-sffrjhFU,https://maps.google.com/?cid=6162300855139450866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",Monday: 6:00 AM – 6:00 PM | Tuesday: 6:00 AM – 6:00 PM | Wednesday: 6:00 AM – 6:00 PM | Thursday: 6:00 AM – 6:00 PM | Friday: 6:00 AM – 6:00 PM | Saturday: 6:00 AM – 6:00 PM | Sunday: 6:00 AM – 6:00 PM
Schāf Shop,4.9,116,Atlanta,Midtown Atlanta,ChIJ9UVFXcUF9YgRxN6gpd9qq5U,https://maps.google.com/?cid=10784831241457819332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, sporting_goods_store, store, point_of_interest, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
Daydreamer Coffee 859,4.3,154,Atlanta,Midtown Atlanta,ChIJT9zIslIF9YgRDkyUb3OQd_Q,https://maps.google.com/?cid=17615707292950613006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",Monday: 8:00 AM – 2:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM
Spiller Park Coffee 999,4.2,52,Atlanta,Midtown Atlanta,ChIJYUb6404F9YgRFzKI2rs9B4U,https://maps.google.com/?cid=9585698208915927575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"cafe, food, point_of_interest, establishment",Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM
Café Intermezzo (Midtown),4.5,5943,Atlanta,Midtown Atlanta,ChIJicBn_aoF9YgRya-jWCHOmB0,https://maps.google.com/?cid=2132681066176294857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"cafe, european_restaurant, coffee_shop, dessert_shop, confectionery, restaurant, food_store, store, food, point_of_interest, establishment",Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 12:00 AM
Dancing Goats Coffee Bar (Midtown),4.5,1013,Atlanta,Midtown Atlanta,ChIJsZEJ9mcE9YgRDTcnhgVcVaI,https://maps.google.com/?cid=11697356785960040205&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",Monday: 6:30 AM – 7:00 PM | Tuesday: 6:30 AM – 7:00 PM | Wednesday: 6:30 AM – 7:00 PM | Thursday: 6:30 AM – 7:00 PM | Friday: 6:30 AM – 7:00 PM | Saturday: 7:00 AM – 7:00 PM | Sunday: 7:00 AM – 7:00 PM
Haraz Coffee House,4.7,186,Atlanta,Midtown Atlanta,ChIJLyiPZGcE9YgR4YS29YMCvAU,https://maps.google.com/?cid=413208031597593825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, dessert_shop, confectionery, food_store, food, store, point_of_interest, establishment",Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 10:00 PM
Larakin Wine & Coffee,4.6,256,Atlanta,Midtown Atlanta,ChIJ1d0S3aQF9YgRtCdQqVEno3I,https://maps.google.com/?cid=8260489373214058420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, wine_bar, cafe, bar, food_store, store, point_of_interest, food, establishment",Monday: 8:00 AM – 2:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 4:00 PM
Cafe Lucia 205,4,452,Atlanta,Midtown Atlanta,ChIJtUV1VXwF9YgRpRcsib7qZnY,https://maps.google.com/?cid=8531764648166037413&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, bar, store, point_of_interest, establishment",Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM
Aviator Coffee Company (Downtown),4.9,39,Atlanta,Hotel District,ChIJjUpyD60F9YgR6d1vfT7V14o,https://maps.google.com/?cid=10004699561596018153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed
Cafe Onten,,,Atlanta,Midtown Atlanta,ChIJS4K0bfwF9YgRgb6CPkLZdwE,https://maps.google.com/?cid=105791994806320769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, point_of_interest, store, establishment",Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM
Allegro Coffee Company (Sandy Springs),4.7,349,Thornton,,ChIJa2vo98R1bIcRLwr5ftTwAB4,https://maps.google.com/?cid=2161992616591821359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, juice_shop, cafe, food_store, food, point_of_interest, store, establishment",Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed
For Five Coffee Atlanta,4.4,326,Atlanta,Midtown Atlanta,ChIJAcvnz50F9YgRez_cjRE1v2g,https://maps.google.com/?cid=7547809850006978427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"cafe, food, point_of_interest, establishment",Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 7:00 PM | Saturday: 7:00 AM – 7:00 PM | Sunday: 7:00 AM – 7:00 PM
Blue Donkey Craft Coffee 704,4.2,232,Atlanta,Georgia Tech,ChIJ2V1wo4kE9YgRzMIMR8PerT8,https://maps.google.com/?cid=4588568525652411084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 9:00 PM
E+ROSE Wellness Cafe (Midtown),4.5,86,Atlanta,Midtown Atlanta,ChIJu5ktRYEF9YgRwgG4D5Ks-vU,https://maps.google.com/?cid=17724669026798928322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, point_of_interest, food, establishment",Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: Closed
Brasserie Margot,4.2,83,Atlanta,Midtown Atlanta,ChIJmUaKESQF9YgRMGn3jHIqTtY,https://maps.google.com/?cid=15442326843779672368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"french_restaurant, fine_dining_restaurant, brunch_restaurant, breakfast_restaurant, restaurant, food, point_of_interest, establishment","Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM, 5:30 – 10:00 PM | Wednesday: 7:00 AM – 3:00 PM, 5:30 – 10:00 PM | Thursday: 7:00 AM – 3:00 PM, 5:30 – 10:00 PM | Friday: 7:00 AM – 3:00 PM, 5:30 – 10:30 PM | Saturday: 7:00 AM – 3:00 PM, 5:30 – 10:30 PM | Sunday: 7:00 AM – 3:00 PM"
Cafe Momo,3.8,128,Atlanta,Peachtree Center,ChIJUzEBW3gE9YgRzg_ZG-nzeAI,https://maps.google.com/?cid=178160367801274318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"buffet_restaurant, restaurant, food, point_of_interest, establishment",Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed
Land of a Thousand Hills (Old Fourth Ward),4.5,80,Atlanta,Old Fourth Ward,ChIJKXk1j4YF9YgRO0TxGpdcRuY,https://maps.google.com/?cid=16593051681155007547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM
Jittery Joe's Buckhead 308,4.1,83,Atlanta,Peachtree Center,ChIJ2QRFdHgE9YgRcoD_81jMj9s,https://maps.google.com/?cid=15821088698398638194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, bagel_shop, tea_house, cafe, bakery, food_store, food, store, point_of_interest, establishment",Monday: 6:30 AM – 12:00 PM | Tuesday: 6:30 AM – 12:00 PM | Wednesday: 6:30 AM – 12:00 PM | Thursday: 6:30 AM – 12:00 PM | Friday: 6:30 AM – 12:00 PM | Saturday: 6:30 AM – 1:00 PM | Sunday: 6:30 AM – 1:00 PM
Land Of A Thousand Hills Flatiron,4.8,30,Atlanta,Peachtree Center,ChIJb8zwAAAF9YgRMb2FRAUmufo,https://maps.google.com/?cid=18066513184239762737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, point_of_interest, store, establishment",Monday: 7:00 – 11:30 AM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 – 11:30 AM | Saturday: Closed | Sunday: Closed
Kaldi's Coffee,3.1,71,Atlanta,Georgia Tech,ChIJ86xzAygF9YgR33yPVHtXTLo,https://maps.google.com/?cid=13424200776495889631&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed
Dtox Juice,3.5,28,Atlanta,Midtown Atlanta,ChIJxVwE3NoF9YgRXQ8rVAAyxhY,https://maps.google.com/?cid=1641054091216621405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"juice_shop, vegan_restaurant, vegetarian_restaurant, grocery_store, food_store, restaurant, food, store, point_of_interest, establishment",Monday: 8:30 AM – 6:00 PM | Tuesday: 8:30 AM – 6:00 PM | Wednesday: 8:30 AM – 6:00 PM | Thursday: 8:30 AM – 6:00 PM | Friday: 8:30 AM – 6:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
Saints + Council,4.5,1729,Atlanta,Midtown Atlanta,ChIJ5YavCSYF9YgRLVrGI40hSu4,https://maps.google.com/?cid=17170573419377744429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"american_restaurant, fine_dining_restaurant, breakfast_restaurant, lounge_bar, brunch_restaurant, night_club, bar, restaurant, food, point_of_interest, establishment",Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM
LaRayia's Bodega,4.8,260,Atlanta,Old Fourth Ward,ChIJqYOZeaAF9YgRL7msaZMlBxQ,https://maps.google.com/?cid=1443163520658880815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"vegan_restaurant, vegetarian_restaurant, coffee_stand, food_store, restaurant, food, point_of_interest, store, establishment",Monday: 10:00 AM – 7:00 PM | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: 10:00 AM – 7:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 7:00 PM
Refuge Coffee Co. 1280,4.6,167,Atlanta,Midtown Atlanta,ChIJ2bYfNVAF9YgRZrq9lzwTmD8,https://maps.google.com/?cid=4582433771814238822&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",Monday: Closed | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM
Land of a Thousand Hills Coffee 1140,4.6,138,Atlanta,Midtown Atlanta,ChIJ4aUwh0QF9YgR8uynEos2m9k,https://maps.google.com/?cid=15680186498561862898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 8:00 PM | Saturday: 7:00 AM – 8:00 PM | Sunday: 7:00 AM – 8:00 PM
Necessary Purveyor,4.4,158,Atlanta,Old Fourth Ward,ChIJZwZzsXkF9YgRbUtRdXsLgMA,https://maps.google.com/?cid=13871099477178272621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, point_of_interest, food, establishment",Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 5:00 PM
The Atrium Café,4.7,1850,Atlanta,Old Fourth Ward,ChIJs9_w77UF9YgRax_xvOhdiFI,https://maps.google.com/?cid=5947106562126454635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"restaurant, food, point_of_interest, establishment",Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 9:00 PM
Dancing Goats (Old Fourth Ward),4.5,1169,Atlanta,Old Fourth Ward,ChIJG6geABEE9YgRwtlJO55xc44,https://maps.google.com/?cid=10264672900120959426&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",Monday: 6:30 AM – 7:00 PM | Tuesday: 6:30 AM – 7:00 PM | Wednesday: 6:30 AM – 7:00 PM | Thursday: 6:30 AM – 7:00 PM | Friday: 6:30 AM – 7:00 PM | Saturday: 7:00 AM – 7:00 PM | Sunday: 7:00 AM – 7:00 PM
Foxtail Coffee - Midtown Atlanta,4.6,617,Atlanta,Midtown Atlanta,ChIJdcJm4BkF9YgRDNpzeiYPJDE,https://maps.google.com/?cid=3540971864957639180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment",Monday: 6:00 AM – 6:00 PM | Tuesday: 6:00 AM – 6:00 PM | Wednesday: 6:00 AM – 6:00 PM | Thursday: 6:00 AM – 6:00 PM | Friday: 6:00 AM – 6:00 PM | Saturday: 6:00 AM – 6:00 PM | Sunday: 6:00 AM – 6:00 PM
Spiller Park Coffee 675,4.1,330,Atlanta,Old Fourth Ward,ChIJEw-gvRAE9YgRVl7KYHBW9pE,https://maps.google.com/?cid=10517689020430573142&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, bakery, food_store, store, food, point_of_interest, establishment",Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM
Amistad Coffee,5,11,Atlanta,Midtown Atlanta,ChIJPyDtzLIF9YgRtJR4A8uG84o,https://maps.google.com/?cid=10012494603069461684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",Monday: Closed | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM
